u_id,p_id,f_id,f_type
100016,100016,200806,Work
100016,100016,200807,School
100016,100016,200808,Work
100016,100016,200809,School
100016,100016,200810,School
100016,100016,200811,Work
100016,100016,200812,School
100016,100016,200813,Relative
100016,100016,200814,School
100016,100016,200815,Relative
100016,100016,200816,Work
100016,100016,200817,Relative
100016,100016,200818,Relative
100016,100016,200819,Work
100016,100016,200820,Work
100016,100016,200821,Work
100016,100016,200822,Work
100016,100016,200823,Relative
100016,100016,200824,School
100016,100016,200825,Relative
100016,100016,200826,Work
100016,100016,200827,Relative
100016,100016,200828,School
100016,100016,200829,Relative
100016,100016,200830,Relative
100016,100016,200831,Relative
100016,100016,200832,Work
100016,100016,200833,School
100016,100016,200834,School
100016,100016,200835,Relative
100016,100016,200836,Relative
100016,100016,200837,Relative
100016,100016,200838,Relative
100016,100016,200839,Relative
100016,100016,200840,Work
100016,100016,200841,Work
100016,100016,200842,Work
100016,100016,200843,Relative
100016,100016,200844,Relative
100016,100016,200845,School
100016,100016,200846,Work
100016,100016,200847,Relative
100016,100016,200848,School
100016,100016,200849,Relative
100017,100017,200850,Relative
100017,100017,200851,Work
100017,100017,200852,School
100017,100017,200853,Relative
100017,100017,200854,School
100017,100017,200855,School
100017,100017,200856,Work
100017,100017,200857,Work
100017,100017,200858,Relative
100017,100017,200859,Relative
100017,100017,200860,Work
100017,100017,200861,Relative
100017,100017,200862,School
100017,100017,200863,Work
100017,100017,200864,Relative
100017,100017,200865,Relative
100017,100017,200866,Work
100017,100017,200867,Work
100017,100017,200868,School
100017,100017,200869,School
100017,100017,200870,Relative
100017,100017,200871,Relative
100017,100017,200872,Relative
100017,100017,200873,Relative
100017,100017,200874,Work
100017,100017,200875,School
100017,100017,200876,School
100017,100017,200877,Relative
100017,100017,200878,School
100017,100017,200879,Relative
100017,100017,200880,Relative
100017,100017,200881,Relative
100017,100017,200882,Relative
100017,100017,200883,School
100017,100017,200884,School
100017,100017,200885,Relative
100017,100017,200886,Work
100017,100017,200887,Work
100017,100017,200888,School
100017,100017,200889,School
100017,100017,200890,Work
100017,100017,200891,School
100017,100017,200892,Work
100017,100017,200893,School
100017,100017,200894,Work
100017,100017,200895,School
100017,100017,200896,School
100017,100017,200897,School
100017,100017,200898,Relative
100017,100017,200899,Work
100018,100018,200900,Work
100018,100018,200901,School
100018,100018,200902,Work
100018,100018,200903,Relative
100018,100018,200904,Relative
100018,100018,200905,Work
100018,100018,200906,School
100018,100018,200907,School
100018,100018,200908,School
100018,100018,200909,School
100018,100018,200910,Relative
100018,100018,200911,Relative
100018,100018,200912,School
100018,100018,200913,Work
100018,100018,200914,School
100018,100018,200915,Relative
100018,100018,200916,Work
100018,100018,200917,School
100018,100018,200918,Work
100018,100018,200919,Work
100018,100018,200920,School
100018,100018,200921,Relative
100018,100018,200922,Work
100018,100018,200923,School
100018,100018,200924,Work
100018,100018,200925,Work
100018,100018,200926,Relative
100018,100018,200927,Work
100018,100018,200928,School
100018,100018,200929,Relative
100018,100018,200930,Work
100018,100018,200931,School
100018,100018,200932,Work
100018,100018,200933,Relative
100018,100018,200934,Relative
100018,100018,200935,Relative
100018,100018,200936,Relative
100018,100018,200937,Relative
100018,100018,200938,School
100018,100018,200939,School
100018,100018,200940,Work
100018,100018,200941,School
100018,100018,200942,Relative
100018,100018,200943,Work
100018,100018,200944,School
100018,100018,200945,School
100018,100018,200946,School
100018,100018,200947,Relative
100018,100018,200948,Work
100018,100018,200949,Relative
100019,100019,200950,Relative
100019,100019,200951,Relative
100019,100019,200952,School
100019,100019,200953,Relative
100019,100019,200954,School
100019,100019,200955,Relative
100019,100019,200956,Work
100019,100019,200957,School
100019,100019,200958,Work
100019,100019,200959,School
100019,100019,200960,School
100019,100019,200961,Work
100019,100019,200962,School
100019,100019,200963,Relative
100019,100019,200964,Work
100019,100019,200965,School
100019,100019,200966,Work
100019,100019,200967,Work
100019,100019,200968,School
100019,100019,200969,Relative
100019,100019,200970,Work
100019,100019,200971,Relative
100019,100019,200972,Work
100019,100019,200973,Work
100019,100019,200974,School
100019,100019,200975,Relative
100019,100019,200976,Relative
100019,100019,200977,Relative
100019,100019,200978,School
100019,100019,200979,Work
100019,100019,200980,Work
100019,100019,200981,Work
100019,100019,200982,School
100019,100019,200983,School
100019,100019,200984,School
100019,100019,200985,Work
100019,100019,200986,School
100019,100019,200987,Work
100019,100019,200988,School
100019,100019,200989,Relative
100019,100019,200990,Relative
100019,100019,200991,Work
100019,100019,200992,Work
100019,100019,200993,School
100019,100019,200994,School
100019,100019,200995,Work
100019,100019,200996,Work
100019,100019,200997,School
100019,100019,200998,Relative
100019,100019,200999,Relative
100020,100020,201000,Work
100020,100020,201001,Relative
100020,100020,201002,Relative
100020,100020,201003,School
100020,100020,201004,School
100020,100020,201005,Relative
100020,100020,201006,Work
100020,100020,201007,School
100020,100020,201008,Relative
100020,100020,201009,School
100020,100020,201010,Relative
100020,100020,201011,School
100020,100020,201012,Relative
100020,100020,201013,Work
100020,100020,201014,School
100020,100020,201015,Relative
100020,100020,201016,School
100020,100020,201017,Work
100020,100020,201018,Work
100020,100020,201019,Relative
100020,100020,201020,Relative
100020,100020,201021,Work
100020,100020,201022,School
100020,100020,201023,School
100020,100020,201024,Work
100020,100020,201025,Work
100020,100020,201026,Work
100020,100020,201027,Work
100020,100020,201028,School
100020,100020,201029,Relative
100020,100020,201030,Relative
100020,100020,201031,Work
100020,100020,201032,Relative
100020,100020,201033,School
100020,100020,201034,Relative
100020,100020,201035,Relative
100020,100020,201036,Work
100020,100020,201037,School
100020,100020,201038,Work
100020,100020,201039,Relative
100020,100020,201040,School
100020,100020,201041,School
100020,100020,201042,Relative
100020,100020,201043,Work
100020,100020,201044,Relative
100020,100020,201045,Relative
100020,100020,201046,Relative
100020,100020,201047,Relative
100020,100020,201048,Work
100020,100020,201049,Work
100021,100021,201050,Relative
100021,100021,201051,Relative
100021,100021,201052,School
100021,100021,201053,Work
100021,100021,201054,Work
100021,100021,201055,Relative
100021,100021,201056,Work
100021,100021,201057,School
100021,100021,201058,Relative
100021,100021,201059,Work
100021,100021,201060,Work
100021,100021,201061,Work
100021,100021,201062,Relative
100021,100021,201063,School
100021,100021,201064,Relative
100021,100021,201065,School
100021,100021,201066,School
100021,100021,201067,Work
100021,100021,201068,Work
100021,100021,201069,Relative
100021,100021,201070,Relative
100021,100021,201071,Relative
100021,100021,201072,Relative
100021,100021,201073,Work
100021,100021,201074,School
100021,100021,201075,School
100021,100021,201076,Work
100021,100021,201077,Relative
100021,100021,201078,Work
100021,100021,201079,Relative
100021,100021,201080,School
100021,100021,201081,School
100021,100021,201082,School
100021,100021,201083,Relative
100021,100021,201084,Relative
100021,100021,201085,Relative
100021,100021,201086,Work
100021,100021,201087,School
100021,100021,201088,School
100021,100021,201089,School
100021,100021,201090,Work
100021,100021,201091,School
100021,100021,201092,Relative
100021,100021,201093,Work
100021,100021,201094,School
100021,100021,201095,Work
100021,100021,201096,School
100021,100021,201097,School
100021,100021,201098,Relative
100021,100021,201099,Relative
100022,100022,201100,School
100022,100022,201101,Work
100022,100022,201102,School
100022,100022,201103,Relative
100022,100022,201104,Work
100022,100022,201105,School
100022,100022,201106,Work
100022,100022,201107,Relative
100022,100022,201108,School
100022,100022,201109,School
100022,100022,201110,Relative
100022,100022,201111,School
100022,100022,201112,School
100022,100022,201113,Work
100022,100022,201114,Work
100022,100022,201115,School
100022,100022,201116,Relative
100022,100022,201117,School
100022,100022,201118,Work
100022,100022,201119,Relative
100022,100022,201120,School
100022,100022,201121,Work
100022,100022,201122,Relative
100022,100022,201123,Relative
100022,100022,201124,Relative
100022,100022,201125,Work
100022,100022,201126,Work
100022,100022,201127,Relative
100022,100022,201128,School
100022,100022,201129,Work
100022,100022,201130,Relative
100022,100022,201131,Work
100022,100022,201132,School
100022,100022,201133,School
100022,100022,201134,Relative
100022,100022,201135,School
100022,100022,201136,Work
100022,100022,201137,School
100022,100022,201138,School
100022,100022,201139,Relative
100022,100022,201140,Work
100022,100022,201141,Relative
100022,100022,201142,Work
100022,100022,201143,School
100022,100022,201144,School
100022,100022,201145,Work
100022,100022,201146,School
100022,100022,201147,Relative
100022,100022,201148,School
100022,100022,201149,School
100023,100023,201150,Relative
100023,100023,201151,Work
100023,100023,201152,Work
100023,100023,201153,Work
100023,100023,201154,School
100023,100023,201155,School
100023,100023,201156,School
100023,100023,201157,Relative
100023,100023,201158,School
100023,100023,201159,Relative
100023,100023,201160,Relative
100023,100023,201161,Work
