grp_id,grp_name,num_members
700,Munster,6395
701,Lubuskie,1876
702,IX,1000
703,Gyeonggi,71
704,VI,2510
705,L,7654
706,Chihuahua,3351
707,Atlántico,3226
708,Kemerovo Oblast,638
709,Wien,8392
710,Campania,9107
711,Ulster,2273
712,Kerala,3343
713,Bremen,4726
714,Central Java,1820
715,Magadan Oblast,6556
716,Zeeland,4039
717,Antioquia,4392
718,LIM,4681
719,Ontario,3039
720,PI,8377
721,Wien,5711
722,H,7827
723,East Java,8325
724,AN,6363
725,RI,885
726,BE,2711
727,Jeonnam,9264
728,NI,6620
729,Connacht,975
730,LOR,5523
731,ON,9662
732,WI,7466
733,JUN,5948
734,IL,9779
735,South Island,2194
736,KL,634
737,Jönköpings län,750
738,Punjab,6921
739,SI,7978
740,Wien,2573
741,WA,5260
742,JI,8800
743,Dunbartonshire,7861
744,WB,4188
745,East Java,5749
746,RJ,7737
747,NO,4382
748,Baden Württemberg,6168
749,Castilla - La Mancha,7488
750,Bihar,4006
751,Emilia-Romagna,6651
752,West Bengal,9453
753,SAM,7836
754,Gelderland,8352
755,JB,2501
756,Gyeonggi,3505
757,NI,3129
758,Victoria,6200
759,Jeonbuk,9769
760,İzmir,7065
761,IL,2732
762,New South Wales,8242
763,PA,7884
764,Punjab,8030
765,Campania,6516
766,AB,7765
767,AB,4255
768,MA,8045
769,Vienna,9382
770,Veracruz,1112
771,O,9266
772,Zeeland,1213
773,Gaziantep,4044
774,Upper Austria,5692
775,II,8273
776,Z.,3224
777,São Paulo,4219
778,Chungnam,6081
779,Drenthe,6131
780,MO,6053
781,Zl,5278
782,Victoria,8394
783,Ogun,7977
784,U,5642
785,Lambayeque,7952
786,BC,9743
787,RM,5181
788,PV,3943
789,San Luis Potosí,1328
790,MG,6214
791,PU,4962
792,Lower Austria,3868
793,South Island,3355
794,ON,8149
795,Gyeongnam,473
796,Catalunya,7550
797,Sbg.,9966
798,CUS,1651
799,Biobío,2801
800,Oyo,1945
801,VAU,6828
802,AK,8441
803,HH,3817
804,Nairnshire,9607
805,NI,3355
806,NI,9471
807,Zl,9196
808,KL,7865
809,South Island,9220
810,Istanbul,635
811,Stockholms län,740
812,LOR,7276
813,Ontario,373
814,KPK,2350
815,NA,1762
816,Araucanía,8704
817,AB,136
818,WO,138
819,Bremen,7537
820,Vichada,5067
821,Pays de la Loire,8468
822,Special Capital Region of Jakarta,9867
823,Västra Götalands län,3057
824,Borno,1941
825,Jeonbuk,3518
826,Queensland,6459
827,North Jeolla,9113
828,LAL,1707
829,Queensland,3498
830,Gyeonggi,6741
831,Ontario,1268
832,X,221
833,South Gyeongsang,4018
834,South Chungcheong,7929
835,CN,9213
836,Île-de-France,2643
837,Wielkopolskie,556
838,Yucatán,2541
839,AN,6233
840,Gilgit Baltistan,5054
841,VIC,243
842,South Jeolla,9949
843,PR,2434
844,Wien,4461
845,Midi-Pyrénées,7884
846,Nottinghamshire,8578
847,IVA,1256
848,Wien,6055
849,Brussels Hoofdstedelijk Gewest,5325
850,Zl,4568
851,IL,7142
852,PIE,6097
853,ON,2410
854,AB,3212
855,ATL,5673
856,Antioquia,1034
857,Metropolitana de Santiago,4207
858,NV,8728
859,ON,4004
860,Pernambuco,1042
861,CN,6167
862,Minnesota,4036
863,Valparaíso,2843
864,Galicia,9578
865,Sląskie,5662
866,MH,2404
867,SJ,2006
868,HB,4453
869,Gyeonggi,7988
870,ML,2334
871,Gyeongnam,8630
872,JI,2650
873,U,9048
874,Anambra,1989
875,BR,7190
876,CG,476
877,North Island,8839
878,Vienna,1363
879,ANT,6227
880,Gyeonggi,6305
881,Berlin,4416
882,Swiętokrzyskie,6651
883,MH,9285
884,Gangwon,6015
885,BE,7340
886,Hamburg,5661
887,Voronezh Oblast,1541
888,İzmir,8867
889,ZP,8102
890,Zachodniopomorskie,4791
891,Kocaeli,6062
892,Nord-Pas-de-Calais,8538
893,GO,9663
894,Lubuskie,5207
895,VII,4463
896,BEL,1852
897,Kocaeli,6915
898,Swiętokrzyskie,8235
899,Alsace,883
900,Sindh,9791
901,SJ,7989
902,Antioquia,4105
903,Aceh,929
904,JI,9013
905,VIC,93
906,BR,3807
907,Kemerovo Oblast,9029
908,LIP,5336
909,CT,8535
910,NI,1594
911,Gl,9628
912,Bolívar,9712
913,Trentino-Alto Adige,2458
914,Quebec,7705
915,KN,319
916,ON,2583
917,Gelderland,5503
918,Yuc.,9329
919,Wien,3303
920,MP,7571
921,CT,9640
922,ME,375
923,Castilla y León,1399
924,Maule,8040
925,Tamil Nadu,42
926,X,2517
927,CHE,5294
928,NVS,575
929,Atlántico,2585
930,Ulster,8009
931,Puglia,6158
932,Chiapas,7097
933,RM,1524
934,TYU,7714
935,LAL,2701
936,Henegouwen,4468
937,ANT,7408
938,ANT,9600
939,KPK,9408
940,Istanbul,4972
941,U,7371
942,SVE,1303
943,SI,461
944,Piemonte,52
945,Aceh,770
946,Kentucky,3387
947,Catalunya,4820
948,Franche-Comté,3655
949,U,9610
950,Lombardia,6346
951,SP,2140
952,Gelderland,9327
953,W,4829
954,CAM,1402
955,Vlaams-Brabant,1949
956,Oost-Vlaanderen,4058
957,Munster,2236
958,Nevada,6729
959,Wien,9315
960,Schleswig-Holstein,6584
961,ANT,8886
962,Arequipa,5588
963,Worcestershire,7359
964,Antioquia,3379
965,Gyeonggi,4819
966,Nord-Pas-de-Calais,4625
967,North Jeolla,5550
968,SI,2948
969,TAM,2860
970,South Australia,6529
971,Aragón,7886
972,KPK,316
973,Bremen,9607
974,Berlin,298
975,Nordrhein-Westphalen,4824
976,Adana,78
977,III,6419
978,łódzkie,18
979,WB,9044
980,Podlaskie,7797
981,Connacht,6265
982,Aquitaine,7935
983,WV,4081
984,U,6239
985,JUN,1442
986,C,6020
987,Nebraska,8836
988,Gelderland,4056
989,UT,6669
990,AN,3769
991,PUG,5246
992,SS,1290
993,Gävleborgs län,4151
994,AS,119
995,BE,8580
996,SN,5608
997,IL,4219
998,Noord Holland,4062
999,Ankara,5514
1000,ERM,607
1001,VIC,6065
1002,North Island,8157
1003,L,3378
1004,Sindh,665
1005,Zeeland,3485
1006,Sląskie,9542
1007,Bedfordshire,7132
1008,Brussels Hoofdstedelijk Gewest,5089
1009,Noord Brabant,1526
1010,Zuid Holland,3639
1011,AB,8056
1012,LOR,6311
1013,Punjab,6588
1014,Puno,3795
1015,Luxemburg,6443
1016,South Sumatra,2082
1017,Luxemburg,4882
1018,Utah,7695
1019,UP,9629
1020,Hamburg,7693
1021,Cajamarca,3489
1022,Gyeonggi,637
1023,Namen,2086
1024,Alaska,5813
1025,Orenburg Oblast,7276
1026,NI,9042
1027,WM,7463
1028,Hgo.,8505
1029,Mexico City,890
1030,OR,4773
1031,Sicilia,4917
1032,Istanbul,3803
1033,San José,4371
1034,Ulster,8360
1035,QC,976
1036,RM,5438
1037,MT,753
1038,Ankara,5625
1039,Luxemburg,4098
1040,Vienna,8141
1041,SC,2629
1042,Wien,962
1043,Banten,6203
1044,Berlin,327
1045,New South Wales,6583
1046,Friesland,1445
1047,Västra Götalands län,5202
1048,VII,5951
1049,San José,6313
1050,North Island,2127
1051,Connacht,7836
1052,NSW,3711
1053,Leinster,5203
1054,Munster,494
1055,Galicia,916
1056,Gävleborgs län,4302
1057,LIM,8723
1058,Oaxaca,8658
1059,Aragón,7197
1060,Vienna,6822
1061,Catalunya,7823
1062,Madrid,1566
1063,SI,8902
1064,ON,25
1065,Bolívar,902
1066,Gaziantep,9176
1067,Lorraine,3073
1068,CV,2412
1069,F,7065
1070,H,5345
1071,Kano,829
1072,B.C.,4067
1073,Iowa,5218
1074,MU,4545
1075,LU,3254
1076,Chungnam,537
1077,Guanacaste,9002
1078,Vienna,5979
1079,Chiapas,2346
1080,North Island,3741
1081,HB,943
1082,SK,1445
1083,Dalarnas län,8584
1084,KT,9458
1085,Valparaíso,400
1086,BA,6325
1087,Arkhangelsk Oblast,3966
1088,Akwa Ibom,3402
1089,Luik,3488
1090,SAM,3598
1091,NW,1515
1092,VIC,4762
1093,Gyeonggi,6267
1094,Wien,987
1095,Canarias,7486
1096,AL,4876
1097,SJ,4588
1098,Vienna,7671
1099,South Island,8189
1100,SAR,5349
1101,Kano,1465
1102,RJ,6387
1103,Overijssel,9824
1104,Fr,2201
1105,Comunitat Valenciana,9409
1106,TVE,5642
1107,Fr,560
1108,C,3648
1109,SP,3918
1110,North Island,3150
1111,NB,7986
1112,Lorraine,6900
1113,NA,4931
1114,AQ,6172
1115,C,7467
1116,QLD,1271
1117,South Jeolla,4023
1118,Cumberland,453
1119,Lambayeque,5955
1120,San José,5313
1121,Central Java,7320
1122,Jigawa,5464
1123,MP,3025
1124,Małopolskie,5534
1125,Noord Holland,2481
1126,FATA,4319
1127,Biobío,470
1128,AN,1513
1129,Vienna,4818
1130,Hatay,4842
1131,Vlaams-Brabant,5651
1132,F,849
1133,Vorarlberg,593
1134,Provence-Alpes-Côte d'Azur,3829
1135,AN,2617
1136,Lincolnshire,7223
1137,Östergötlands län,3215
1138,Gyeonggi,9646
1139,Metropolitana de Santiago,2261
1140,Leinster,3939
1141,Madhya Pradesh,810
1142,Osun,7887
1143,Volgograd Oblast,7897
1144,Şanlıurfa,4263
1145,South Chungcheong,4014
1146,Mich.,5490
1147,São Paulo,5971
1148,Pue.,8547
1149,Vienna,5961
1150,Pomorskie,8539
1151,O'Higgins,6605
1152,North Island,3005
1153,West Java,9162
1154,MI,7320
1155,Brussels Hoofdstedelijk Gewest,9804
1156,Z.,2004
1157,South Island,7593
1158,MP,7747
1159,Punjab,3141
1160,Gl,5344
1161,San José,3113
1162,Queensland,1264
1163,AB,6977
1164,X,2321
1165,SI,8934
1166,Antioquia,969
1167,Gaziantep,1700
1168,SI,6562
1169,Ceará,9495
1170,VIC,135
1171,E,803
1172,Kaduna,6527
1173,Ankara,6502
1174,NSW,727
1175,MA,6163
1176,O,6491
1177,MH,2384
1178,RM,1401
1179,PV,3683
1180,Namen,3367
1181,Bursa,2872
1182,AB,4470
1183,O,5871
1184,Warmińsko-mazurskie,6294
1185,San Luis Potosí,2326
1186,East Java,4521
1187,Istanbul,9941
1188,Oax.,6396
1189,LD,3581
1190,LAM,7007
1191,Hatay,9897
1192,São Paulo,4070
1193,BE,5243
1194,San José,7712
1195,Gilgit Baltistan,5104
1196,Kano,6668
1197,Gyeonggi,1856
1198,XII,1917
1199,Bihar,5973
1200,Hamburg,2462
1201,Iowa,4405
1202,Metropolitana de Santiago,3990
1203,North Island,805
1204,CAM,7292
1205,Flevoland,9601
1206,California,3723
1207,Languedoc-Roussillon,305
1208,North Island,6507
1209,Basilicata,8053
1210,QC,3450
1211,PUN,3642
1212,Şanlıurfa,3302
1213,Brussels Hoofdstedelijk Gewest,7949
1214,ATL,926
1215,Gyeonggi,9913
1216,LO,2413
1217,Puno,9092
1218,North Island,2895
1219,South Australia,5350
1220,NI,14
1221,ST,5602
1222,AU,7018
1223,AU,4495
1224,North Island,6637
1225,Berlin,4928
1226,Vienna,5097
1227,South Island,7402
1228,West Java,2335
1229,ON,7931
1230,Antioquia,6410
1231,Berlin,3719
1232,KA,7595
1233,Sonora,9162
1234,JI,1103
1235,AL,3411
1236,AN,2766
1237,VI,1766
1238,Berkshire,8526
1239,Zachodniopomorskie,58
1240,Gyeongbuk,5609
1241,São Paulo,6312
1242,Luxemburg,6606
1243,Texas,627
1244,São Paulo,2940
1245,Valparaíso,6404
1246,G,3776
1247,Special Capital Region of Jakarta,9024
1248,AZ,5707
1249,Atlántico,5632
1250,O,8322
1251,Central Kalimantan,2796
1252,Berlin,4145
1253,Niger,4378
1254,W,6532
1255,NO,9777
1256,Gyeonggi,1015
1257,ABR,2726
1258,NI,8098
1259,West Bengal,8230
1260,Sindh,1697
1261,ATL,4318
1262,Trentino-Alto Adige,5057
1263,BR,8362
1264,Lombardia,7090
1265,KPK,9860
1266,San Luis Potosí,1786
1267,KN,2036
1268,CE,7296
1269,Gyeongnam,3046
1270,Metropolitana de Santiago,2766
1271,Metropolitana de Santiago,6403
1272,Kerala,3223
1273,Catalunya,7316
1274,Luik,2812
1275,Kayseri,1152
1276,Gilgit Baltistan,2389
1277,Hidalgo,3207
1278,São Paulo,3513
1279,Santa Catarina,3332
1280,Metropolitana de Santiago,146
1281,Podlaskie,1424
1282,Michigan,794
1283,Île-de-France,2212
1284,II,5824
1285,NSW,2909
1286,Hamburg,8598
1287,U,4783
1288,AB,898
1289,DE,7652
1290,Ulster,5855
1291,South Sumatra,3632
1292,Midi-Pyrénées,5957
1293,New South Wales,3037
1294,Ontario,4926
1295,ON,6852
1296,OY,4769
1297,PUN,2955
1298,N.,8655
1299,Balochistan,9650
1300,NI,1666
1301,Cajamarca,7419
1302,NGR,3593
1303,Île-de-France,8916
1304,II,2266
1305,SB,7690
1306,IN,7285
1307,Wien,2885
1308,Gyeongbuk,8900
1309,Wien,5621
1310,NE,4500
1311,Puntarenas,8687
1312,Central Java,1041
1313,South Australia,5886
1314,South Chungcheong,7451
1315,BOL,266
1316,New South Wales,5632
1317,Rio Grande do Sul,5935
1318,PU,88
1319,AK,67
1320,Bursa,6203
1321,ON,7390
1322,Vienna,9212
1323,Tarapacá,4451
1324,AB,4709
1325,Gangwon,2255
1326,PU,274
1327,Gyeonggi,8098
1328,NSW,5179
1329,Puno,3012
1330,BU,627
1331,Sinaloa,4135
1332,AB,4889
1333,SS,2811
1334,Punjab,4630
1335,KP,7129
1336,Veracruz,4067
1337,CV,1047
1338,Konya,5442
1339,CHE,292
1340,MG,737
1341,JH,189
1342,RJ,3676
1343,JB,2509
1344,MG,4408
1345,North Gyeongsang,4349
1346,Antioquia,7465
1347,E,1806
1348,Şanlıurfa,6923
1349,Maharastra,1342
1350,Puebla,2970
1351,Kano,8294
1352,Île-de-France,5048
1353,Sicilia,8854
1354,ANT,5933
1355,H,329
1356,Andhra Pradesh,7048
1357,JB,5911
1358,Bremen,5894
1359,Oregon,5591
1360,PR,5143
1361,NO,7578
1362,CT,5719
1363,Antwerpen,6579
1364,UP,4762
1365,OS,1792
1366,Cartago,3718
1367,Maharastra,1147
1368,Uttar Pradesh,9526
1369,ANT,8115
1370,Berlin,4241
1371,Ontario,5030
1372,Metropolitana de Santiago,6018
