post_id,num_likes
437,9186
438,4653
439,7021
440,9353
441,3070
442,3873
443,8474
444,8265
445,950
446,3392
447,9878
448,75
449,2167
450,3158
451,5228
452,3190
453,8745
454,8872
455,9718
456,2337
457,9281
458,3365
459,4063
460,6438
461,4944
462,1772
463,9652
464,671
465,2098
466,2610
467,6750
468,5793
469,6664
470,712
471,7427
472,136
473,8556
474,9695
475,7606
476,9248
477,9901
478,5023
479,196
480,3295
481,3189
482,3094
483,2931
484,9345
485,6132
486,9512
487,2858
488,2212
489,3170
490,2771
491,175
492,6824
493,560
494,2538
495,7426
496,4812
497,9936
498,5527
499,1854
500,7149
501,5909
502,2801
503,5922
504,3648
505,3873
506,5806
507,6506
508,7843
509,7800
510,3137
511,9177
512,7161
513,5210
514,9009
515,1094
516,6737
517,5116
518,9696
519,8961
520,4266
521,9570
522,786
523,603
524,7338
525,498
526,7479
527,33
528,8495
529,1990
530,9995
531,967
532,1617
533,1130
534,2591
535,7394
536,1604
537,9436
538,4647
539,9267
540,5058
541,4767
542,5476
543,7892
544,2401
545,7402
546,5196
547,3104
548,8857
549,8499
550,9030
551,1267
552,5067
553,1645
554,4170
555,8366
556,3644
557,4892
558,826
559,3261
560,8936
561,8462
562,1614
563,8759
564,936
565,5323
566,3437
567,4967
568,7018
569,2341
570,8040
571,7313
572,6671
573,3742
574,2573
575,654
576,308
577,9657
578,2967
579,849
580,2783
581,9622
582,8887
583,8975
584,7448
585,2421
586,5968
587,1234
588,6003
589,8542
590,1502
591,6094
592,7841
593,6981
594,4921
595,5934
596,6194
597,6282
598,6941
599,4055
600,2883
601,5186
602,4497
603,3557
604,5288
605,6026
606,1816
607,7495
608,8259
609,455
610,2531
611,8907
612,3287
613,8792
614,2210
615,1719
616,621
617,7508
618,9952
619,1811
620,5288
621,5949
622,5337
623,4768
624,2270
625,8643
626,1648
627,4792
628,7020
629,275
630,8650
631,8440
632,3841
633,6509
634,4151
635,8337
636,9990
637,8689
638,2112
639,1285
640,529
641,5793
642,2983
643,7203
644,1428
645,4815
646,5823
647,9638
648,1433
649,5550
650,9950
651,7720
652,4764
653,4540
654,5627
655,6967
656,7428
657,2453
658,198
659,9318
660,9648
661,2363
662,15
663,6192
664,4517
665,9498
666,3582
667,5032
668,9478
669,5338
670,199
671,7829
672,7317
673,8158
674,2628
675,8643
676,6455
677,9704
678,7835
679,7094
680,9288
681,5295
682,8231
683,4736
684,5349
685,8696
686,3438
687,6468
688,9794
689,9764
690,4451
691,5678
692,8453
693,4640
694,2787
695,4741
696,5173
697,2655
698,7660
699,7076
700,7602
701,397
702,703
703,9862
704,1390
705,423
706,2719
707,1261
708,8098
709,2780
710,3297
711,5557
712,8377
713,4358
714,1008
715,3325
716,3561
717,4038
718,2857
719,3988
720,1551
721,7715
722,5669
723,618
724,6267
725,193
726,5047
727,1219
728,6714
729,2950
730,8926
731,159
732,2073
733,1324
734,840
735,4256
736,6060
737,1244
738,3749
739,5389
740,1582
741,1779
742,626
743,8703
744,2728
745,2946
746,805
747,8514
748,1274
749,8922
750,7517
751,8688
752,2075
753,4292
754,8302
755,2461
756,7218
757,4306
758,840
759,5245
760,3279
761,285
762,3104
763,6835
764,5906
765,7194
766,2481
767,1478
768,9946
769,8734
770,8156
771,2491
772,1931
773,9364
774,4473
775,6213
776,3599
777,7418
778,9885
779,1322
780,1385
781,4921
782,7485
783,1737
784,3674
785,9118
786,9086
787,1008
788,827
789,9099
790,5039
791,8346
792,8524
793,9505
794,945
795,3949
796,1137
797,7899
798,8663
799,2144
800,3127
801,1770
802,7192
803,8618
804,2360
805,6334
806,1094
807,2827
808,7729
809,9261
810,4056
811,6014
812,232
813,4719
814,8188
815,3459
816,8610
817,5180
818,8122
819,4987
820,9642
821,8344
822,5437
823,3242
824,2961
825,2475
826,9320
827,4291
828,3007
829,8217
830,2296
831,5342
832,7094
833,3381
834,858
835,7458
836,1448
837,7592
838,6780
839,2265
840,224
841,1896
842,8617
843,5171
844,6340
845,8868
846,1944
847,3125
848,8429
849,8920
850,5437
851,9738
852,8603
853,4610
854,1275
855,743
856,2097
857,2512
858,8729
859,665
860,7823
861,7719
862,1434
863,4562
864,8932
865,453
866,5295
867,6428
868,3814
869,2063
870,4241
871,8675
872,6340
873,4659
874,931
875,9994
876,6041
877,9819
878,1259
879,3029
880,2400
881,5679
882,6684
883,6844
884,3599
885,7751
886,8219
887,6625
888,7752
889,7381
890,9691
891,300
892,9627
893,7607
894,6193
895,7848
896,7764
897,3291
898,5531
899,7380
900,3703
901,418
902,2853
903,6606
904,1391
905,439
906,2214
907,8895
908,9107
909,7484
910,9501
911,8217
912,6512
913,4702
914,288
915,9336
916,9887
917,8210
918,9429
919,7121
920,5912
921,6776
922,5729
923,5821
924,689
925,1021
926,183
927,5197
928,2404
929,1604
930,7563
931,6127
932,4196
933,5213
934,7923
935,3602
936,4490
937,9918
938,1728
939,6217
940,6301
941,5048
942,2927
943,5982
944,6458
945,913
946,844
947,4491
948,9170
949,9417
950,4803
951,2589
952,2599
953,510
954,4887
955,684
956,9073
957,5835
958,637
959,3698
960,5304
961,9415
962,4232
963,4376
964,2235
965,8270
966,8703
967,1060
968,3199
969,8240
970,4626
971,234
972,2312
973,4579
974,2747
975,5821
976,6405
977,9581
978,40
979,5895
980,8559
981,7000
982,8237
983,7859
984,5532
985,2095
986,5789
987,3124
988,7628
989,9653
990,1273
991,4540
992,42
993,8379
994,5470
995,4611
996,7071
997,4453
998,2272
999,7006
1000,7505
1001,1113
1002,6404
1003,6505
1004,154
1005,44
1006,3016
1007,7557
1008,1228
1009,5779
1010,1000
1011,3902
1012,1092
1013,1143
1014,4780
1015,3275
1016,1724
1017,5060
1018,6211
1019,5833
1020,6967
1021,6859
1022,2298
1023,6392
1024,3559
1025,4491
1026,9889
1027,4581
1028,4286
1029,2840
1030,5334
1031,8029
1032,4879
1033,8757
1034,6767
1035,1463
1036,4536
1037,9037
1038,4961
1039,5727
1040,5123
1041,5132
1042,2094
1043,1092
1044,3638
1045,6479
1046,4809
1047,623
1048,9419
1049,9215
1050,9259
1051,2931
1052,3118
1053,1376
1054,1430
1055,2203
1056,6234
1057,4987
1058,3354
1059,4864
1060,4277
1061,3465
1062,1586
1063,3103
1064,3027
1065,5624
1066,2827
1067,2345
1068,8192
1069,2621
1070,2617
1071,4187
1072,2320
1073,8324
1074,3339
1075,5216
1076,1525
1077,3525
1078,3135
1079,4453
1080,7133
1081,4653
1082,9201
1083,5701
1084,9226
1085,854
1086,5963
1087,2307
1088,9587
1089,7396
1090,5904
1091,3276
1092,9361
1093,7950
1094,9870
1095,5080
1096,8989
1097,7127
1098,4026
1099,9530
1100,7955
1101,1652
1102,993
1103,3907
1104,6463
1105,5227
1106,1862
1107,2344
1108,9122
1109,9206
1110,6274
1111,1355
1112,9172
1113,2970
1114,6782
1115,6740
1116,2926
1117,5723
1118,7767
1119,5870
1120,467
1121,1658
1122,7808
1123,4876
1124,6236
1125,4637
1126,1433
1127,6512
1128,180
1129,3032
1130,6508
1131,789
1132,5338
1133,8554
1134,2548
1135,498
1136,5103
1137,3049
1138,8177
1139,5297
1140,8463
1141,2453
1142,935
1143,6137
1144,3824
1145,6598
1146,5075
1147,5441
1148,6835
1149,1517
1150,9899
1151,6559
1152,5533
1153,5416
1154,389
1155,8009
1156,840
1157,619
1158,4692
1159,7888
1160,1759
1161,1812
1162,7787
1163,8732
1164,4039
1165,418
1166,2226
1167,3590
1168,4781
1169,3271
1170,2477
1171,216
1172,5726
1173,7975
1174,1866
1175,90
1176,705
1177,6254
1178,8812
1179,426
1180,1972
1181,2142
1182,178
1183,3727
1184,6092
1185,5255
1186,6125
1187,4414
1188,7712
1189,3688
1190,4692
1191,1930
1192,7871
1193,1037
1194,761
1195,980
1196,9952
1197,1643
1198,5718
1199,7505
1200,2055
1201,1214
1202,4464
1203,878
1204,1259
1205,6234
1206,215
1207,3995
1208,7756
1209,5028
1210,9225
1211,5914
1212,1123
1213,6408
1214,9062
1215,831
1216,6075
1217,6021
1218,935
1219,234
1220,7757
1221,9034
1222,1992
1223,9915
1224,3377
1225,2679
1226,4314
1227,3020
1228,799
1229,4956
1230,2306
1231,635
1232,7644
1233,6400
1234,1413
1235,9023
1236,4035
1237,3398
1238,5877
1239,4859
1240,6109
1241,2319
1242,5664
1243,9628
1244,4341
1245,7813
1246,5787
1247,10
1248,6320
1249,3310
1250,3075
1251,6377
1252,1352
1253,438
1254,6926
1255,8503
1256,886
1257,4722
1258,8529
1259,9571
1260,6646
1261,4220
1262,9719
1263,8401
1264,3877
1265,9307
1266,8400
1267,1669
1268,4058
1269,2014
1270,6500
1271,620
1272,6775
1273,1689
1274,1383
1275,1893
1276,3255
1277,5946
1278,2166
1279,3145
1280,8869
1281,9531
1282,6072
1283,4194
1284,603
1285,1316
1286,3347
1287,5185
1288,2898
1289,5552
1290,5713
1291,4439
1292,4588
1293,1039
1294,4298
1295,373
1296,3146
1297,9326
1298,7893
1299,9514
1300,319
1301,6067
1302,5802
1303,3088
1304,7492
1305,3690
1306,1464
1307,1222
1308,717
1309,5618
1310,1903
1311,3947
1312,1054
1313,9865
1314,3391
1315,5553
1316,6279
1317,7172
1318,867
1319,2244
1320,9801
1321,6421
1322,6107
1323,6228
1324,6175
1325,7758
1326,9742
1327,8419
1328,3904
1329,8026
1330,8640
1331,289
1332,2250
1333,1272
1334,2931
1335,1294
1336,7360
1337,8614
1338,7222
1339,643
1340,9971
1341,7138
1342,6969
1343,2221
1344,7809
1345,6537
1346,7788
1347,427
1348,7569
1349,8917
1350,948
1351,6619
1352,5487
1353,3009
1354,3733
1355,1936
1356,9487
1357,7517
1358,3592
1359,3361
1360,6431
1361,8631
1362,7367
1363,8957
1364,9075
1365,7290
1366,4552
1367,7696
1368,3320
1369,8902
1370,3885
1371,1474
1372,5627
1373,8639
1374,6666
1375,5572
1376,7394
1377,6612
1378,2363
1379,8943
1380,8808
1381,3247
1382,2835
1383,4109
1384,1281
1385,9091
1386,7841
1387,6671
1388,8738
1389,5105
1390,922
1391,8325
1392,3058
1393,563
1394,9446
1395,5524
1396,8118
1397,6138
1398,5432
1399,6772
1400,5388
1401,1401
1402,949
1403,8359
1404,6412
1405,9266
1406,7197
1407,1918
1408,9346
1409,5772
1410,6868
1411,9357
1412,9199
1413,1804
1414,6355
1415,2317
1416,8393
1417,4963
1418,2821
1419,4556
1420,9044
1421,5504
1422,9155
1423,5951
1424,1966
1425,5511
1426,8231
1427,8786
1428,4359
1429,8746
1430,8346
1431,5749
1432,670
1433,4758
1434,6415
1435,5555
1436,1409
1437,5321
1438,8574
1439,509
1440,1307
1441,9106
1442,7461
1443,2693
1444,2055
1445,248
1446,5861
1447,1611
1448,4931
1449,8983
1450,1240
1451,7980
1452,3619
1453,9754
1454,5780
1455,7098
1456,8277
1457,8163
1458,1898
1459,4179
1460,8830
1461,8019
1462,2425
1463,7900
1464,3400
1465,2811
1466,6575
1467,610
1468,7814
1469,477
1470,679
1471,2283
1472,590
1473,3925
1474,8834
1475,2756
1476,9612
1477,1054
1478,1547
1479,9260
1480,3200
1481,3631
1482,1940
1483,4506
1484,801
1485,3314
1486,4122
1487,2770
1488,1411
1489,518
1490,2793
1491,9499
1492,2584
1493,9435
1494,7378
1495,7773
1496,2923
1497,8863
1498,2478
1499,1627
1500,7664
1501,9064
1502,1722
1503,3373
1504,9441
1505,1252
1506,2244
1507,5802
1508,4778
1509,5927
1510,768
1511,4603
1512,3051
1513,5517
1514,6824
1515,2065
1516,7177
1517,4682
1518,6752
1519,6283
1520,9076
1521,563
1522,1527
1523,1349
1524,5390
1525,7063
1526,9281
1527,2438
1528,4052
1529,9400
1530,4678
1531,390
1532,4697
1533,3038
1534,6069
1535,520
1536,7162
1537,9844
1538,7703
1539,3514
1540,4410
1541,116
1542,1345
1543,4542
1544,893
1545,6729
1546,8982
1547,427
1548,591
1549,7254
1550,7165
1551,1385
1552,5664
1553,4575
1554,9491
1555,3157
1556,9623
1557,1841
1558,7376
1559,3748
1560,1025
1561,4460
1562,2505
1563,9165
1564,4540
1565,117
1566,809
1567,8733
1568,6519
1569,2670
1570,8113
1571,2122
1572,1461
1573,9006
1574,1042
1575,2495
1576,2078
1577,9557
1578,5396
1579,4515
1580,1417
1581,295
1582,5463
1583,4952
1584,1505
1585,9658
1586,2378
1587,5962
1588,888
1589,1770
1590,2960
1591,2024
1592,4595
1593,4365
1594,2007
1595,1124
1596,7075
1597,9422
1598,292
1599,986
1600,2814
1601,9139
1602,2107
1603,1873
1604,2140
1605,3411
1606,1741
1607,2350
1608,3486
1609,4501
1610,5060
1611,2072
1612,4943
1613,3445
1614,8688
1615,4408
1616,407
1617,581
1618,4064
1619,2138
1620,87
1621,8368
1622,6638
1623,7776
1624,7786
1625,6320
1626,4311
1627,5146
1628,4138
1629,6491
1630,4285
1631,3881
1632,91
1633,2317
1634,8549
1635,1496
1636,2961
1637,8967
1638,2439
1639,4866
1640,6364
1641,2180
1642,9715
1643,4875
1644,970
1645,3762
1646,8032
1647,2572
1648,1300
1649,3645
1650,9101
1651,6705
1652,6269
1653,2637
1654,6116
1655,3206
1656,7845
1657,2826
1658,5747
1659,8413
1660,5584
1661,6124
1662,159
1663,6528
1664,3508
1665,381
1666,7585
1667,1120
1668,1689
1669,1219
1670,6772
1671,3379
1672,2212
1673,9659
1674,6433
1675,2951
1676,9299
1677,3964
1678,8234
1679,711
1680,3304
1681,5556
1682,5102
1683,467
1684,2007
1685,8799
1686,9826
1687,7144
1688,3873
1689,9554
1690,1750
1691,9062
1692,150
1693,6062
1694,4669
1695,1111
1696,6709
1697,7578
1698,6300
1699,7627
1700,8148
1701,2859
1702,5497
1703,9447
1704,8494
1705,5783
1706,1160
1707,7455
1708,5782
1709,4294
1710,2600
1711,4992
1712,2709
1713,9951
1714,97
1715,7922
1716,8653
1717,6291
1718,6967
1719,4070
1720,9049
1721,5094
1722,1503
1723,2820
1724,456
1725,10
1726,8040
1727,3220
1728,573
1729,8316
1730,3297
1731,9796
1732,8090
1733,5425
1734,3280
1735,559
1736,9363
1737,980
1738,8014
1739,3233
1740,9390
1741,4775
1742,1335
1743,9287
1744,8001
1745,9222
1746,7846
1747,2789
1748,4408
1749,3868
1750,6005
1751,1328
1752,9782
1753,2810
1754,8363
1755,251
1756,9343
1757,4299
1758,4372
1759,3102
1760,8126
1761,7758
1762,4894
1763,1811
1764,9451
1765,6156
1766,2376
1767,2450
1768,8347
1769,9362
1770,101
1771,7344
1772,2769
1773,7925
1774,9365
1775,8511
1776,5679
1777,1279
1778,980
1779,690
1780,7428
1781,1407
1782,2891
1783,6014
1784,6683
1785,223
1786,7355
1787,1839
1788,2686
1789,1029
1790,1589
1791,1514
1792,8344
1793,1169
1794,4459
1795,2054
1796,7656
1797,4189
1798,4827
1799,6841
1800,5886
1801,7118
1802,9072
1803,4765
1804,8737
1805,937
1806,5334
1807,7304
1808,3114
1809,2821
1810,7396
1811,4780
1812,4845
1813,4806
1814,426
1815,7706
1816,9974
1817,1670
1818,3542
1819,3706
1820,2709
1821,3531
1822,1475
1823,3168
1824,78
1825,5728
1826,5493
1827,1016
1828,9020
1829,825
1830,3760
1831,8974
1832,5398
1833,3930
1834,3971
1835,391
1836,3920
1837,8297
1838,5917
1839,298
1840,8622
1841,9090
1842,3283
1843,2838
1844,4454
1845,3505
1846,37
1847,8965
1848,6709
1849,6767
1850,1015
1851,6812
1852,2596
1853,7239
1854,8641
1855,2949
1856,2833
1857,9216
1858,3824
1859,1632
1860,5055
1861,3588
1862,8917
1863,6499
1864,2529
1865,1937
1866,9463
1867,6803
1868,6818
1869,147
1870,6373
1871,9887
1872,6993
1873,5268
1874,8783
1875,3209
1876,4031
1877,1988
1878,6194
1879,4447
1880,2754
1881,4094
1882,8883
1883,78
1884,231
1885,4588
1886,5323
1887,1615
1888,4824
1889,2981
1890,4227
1891,9858
1892,5718
1893,2356
1894,5946
1895,2496
1896,7587
1897,801
1898,5350
1899,1805
1900,819
1901,689
1902,2191
1903,5431
1904,9622
1905,6280
1906,1380
1907,8663
1908,9241
1909,1597
1910,1086
1911,8459
1912,2937
1913,1057
1914,8243
1915,4984
1916,8557
1917,7256
1918,9139
1919,678
1920,6235
1921,2523
1922,2003
1923,5404
1924,2661
1925,3586
1926,8724
1927,7794
1928,3491
1929,725
1930,6118
1931,7233
1932,5537
1933,2362
1934,1866
1935,5611
1936,6297
1937,2739
1938,6654
1939,2298
1940,5015
1941,5854
1942,1001
1943,5083
1944,4733
1945,1447
1946,9402
1947,2991
1948,2366
1949,4107
1950,4294
1951,4106
1952,4940
1953,2602
1954,7670
1955,9463
1956,4041
1957,9624
1958,85
1959,1298
1960,974
1961,6268
1962,9486
1963,5042
1964,207
1965,1919
1966,2717
1967,195
1968,7883
1969,8895
1970,8725
1971,507
1972,7559
1973,9299
1974,8686
1975,3248
1976,566
1977,5279
1978,8540
1979,1931
1980,9650
1981,562
1982,1513
1983,887
1984,3275
1985,2267
1986,3373
1987,585
1988,2654
1989,6729
1990,3941
1991,5494
1992,3450
1993,5953
1994,9975
1995,5514
1996,4289
1997,801
1998,2487
1999,12
2000,6798
2001,787
2002,1975
2003,7507
2004,4273
2005,7993
2006,5878
2007,82
2008,2994
2009,1897
2010,5082
2011,6438
2012,4876
2013,7893
2014,3719
2015,6005
2016,338
2017,4092
2018,9982
2019,353
2020,4564
2021,1382
2022,785
2023,3102
2024,6180
2025,8097
2026,5615
2027,7332
2028,9045
2029,2562
2030,8478
2031,1557
2032,3174
2033,139
2034,5252
2035,7450
2036,96
2037,7987
2038,2573
2039,7739
2040,6064
2041,7552
2042,8441
2043,2463
2044,3503
2045,9009
2046,7257
2047,1928
2048,28
2049,4801
2050,5963
2051,2517
2052,350
2053,3232
2054,7044
2055,2542
2056,2891
2057,6190
2058,6151
2059,4898
2060,4867
2061,8767
2062,9796
2063,4684
2064,8189
2065,8997
2066,7712
2067,597
2068,5239
2069,5701
2070,6148
2071,1768
2072,9094
2073,3978
2074,6208
2075,1960
2076,2653
2077,4725
2078,1922
2079,583
2080,1987
2081,7071
2082,9755
2083,4608
2084,8225
2085,7617
2086,5567
2087,369
2088,6762
2089,5202
2090,903
2091,8990
2092,3972
2093,8286
2094,9007
2095,6867
2096,4686
2097,1236
2098,6533
2099,9644
2100,5397
2101,8317
2102,5577
2103,8145
2104,4365
2105,3044
2106,763
2107,4478
2108,7404
2109,8242
2110,7457
2111,9388
2112,9324
2113,7190
2114,2060
2115,3989
2116,630
2117,2325
2118,8506
2119,7401
2120,6132
2121,4928
2122,4673
2123,3126
2124,4119
2125,3890
2126,7015
2127,1879
2128,5022
2129,5378
2130,315
2131,3982
2132,9731
2133,5083
2134,7357
2135,6416
2136,2125
2137,3799
2138,6440
2139,5711
2140,2650
2141,3807
2142,1947
2143,1975
2144,892
2145,1646
2146,2947
2147,3414
2148,4311
2149,6346
2150,736
2151,3624
2152,308
2153,961
2154,4022
2155,7785
2156,7072
2157,6656
2158,479
2159,1501
2160,1348
2161,7025
2162,299
2163,9673
2164,4268
2165,184
2166,8920
2167,7870
2168,1998
2169,7538
2170,5614
2171,9975
2172,1872
2173,2129
2174,2847
2175,2207
2176,6045
2177,1968
2178,7147
2179,2294
2180,2976
2181,8886
2182,2422
2183,2908
2184,7848
2185,6026
2186,7480
2187,922
2188,4339
2189,6252
2190,8196
2191,5479
2192,2244
2193,3872
2194,7751
2195,62
2196,7898
2197,6497
2198,5215
2199,7697
2200,8908
2201,5757
2202,2763
2203,2829
2204,448
2205,9235
2206,5157
2207,3269
2208,5661
2209,9464
2210,7548
2211,9547
2212,6202
2213,7136
2214,8198
2215,980
2216,386
2217,8606
2218,1261
2219,5019
2220,7943
2221,7093
2222,4709
2223,3870
2224,2906
2225,2104
2226,363
2227,4290
2228,4
2229,3151
2230,6228
2231,3363
2232,4607
2233,6798
2234,782
2235,8509
2236,8305
2237,7107
2238,6233
2239,8368
2240,7631
2241,5619
2242,7044
2243,1469
2244,3112
2245,8832
2246,1650
2247,4145
2248,7628
2249,4271
2250,4152
2251,7414
2252,7921
2253,8336
2254,9098
2255,3025
2256,1224
2257,7348
2258,5345
2259,3184
2260,4413
2261,5155
2262,6975
2263,7140
2264,1678
2265,4019
2266,1657
2267,5468
2268,9152
2269,9973
2270,3049
2271,6899
2272,7212
2273,3436
2274,671
2275,1208
2276,5393
2277,2642
2278,2673
2279,7502
2280,5873
2281,414
2282,8994
2283,4980
2284,2747
2285,121
2286,671
2287,1285
2288,6460
2289,7695
2290,2479
2291,234
2292,5782
2293,9158
2294,6319
2295,1704
2296,3854
2297,8487
2298,4565
2299,3645
2300,3759
2301,9838
2302,6017
2303,6651
2304,1006
2305,3168
2306,2044
2307,1112
2308,9641
2309,8680
2310,339
2311,7982
2312,4342
2313,8026
2314,3180
2315,4394
2316,1523
2317,8790
2318,6739
2319,8499
2320,3132
2321,7313
2322,614
2323,185
2324,2203
2325,713
2326,9164
2327,826
2328,2869
2329,5795
2330,9008
2331,6399
2332,3024
2333,7379
2334,1655
2335,8122
2336,1779
2337,514
2338,7046
2339,6647
2340,6431
2341,7288
2342,6062
2343,1432
2344,9419
2345,1623
2346,3578
2347,1669
2348,9891
2349,3865
2350,9218
2351,9538
2352,6063
2353,4546
2354,7986
2355,274
2356,200
2357,4881
2358,7183
2359,3067
2360,2800
2361,7374
2362,2272
2363,7833
2364,441
2365,2732
2366,3484
2367,5512
2368,8421
2369,6699
2370,9542
2371,5631
2372,7993
2373,4779
2374,2040
2375,6889
2376,9320
2377,5103
2378,3934
2379,7835
2380,6363
2381,9469
2382,4194
2383,1971
2384,6981
2385,1614
2386,6115
2387,7142
2388,2228
2389,9429
2390,5363
2391,3511
2392,3112
2393,2513
2394,3135
2395,8867
2396,725
2397,1645
2398,8919
2399,6820
2400,6558
2401,3309
2402,202
2403,9576
2404,2073
2405,7560
2406,698
2407,7591
2408,8785
2409,4042
2410,6950
2411,3429
2412,4829
2413,5701
2414,6823
2415,8739
2416,7357
2417,7472
2418,4750
2419,136
2420,1774
2421,5856
2422,1008
2423,1175
2424,9223
2425,323
2426,340
2427,5438
2428,9670
2429,6901
2430,9731
2431,9983
2432,8932
2433,2010
2434,1947
2435,5163
2436,4420
2437,856
2438,2195
2439,4688
2440,5631
2441,5887
2442,505
2443,8575
2444,7121
2445,8875
2446,2883
2447,1237
2448,6407
2449,9980
2450,1494
2451,6998
2452,9356
2453,1826
2454,8513
2455,3226
2456,5996
2457,5941
2458,6943
2459,9457
2460,6105
2461,7741
2462,1101
2463,6130
2464,952
2465,3021
2466,297
2467,7635
2468,9191
2469,9142
2470,4455
2471,5264
2472,9389
2473,2585
2474,3388
2475,3379
2476,4310
2477,2235
2478,2869
2479,947
2480,9629
2481,6095
2482,8671
2483,6521
2484,199
2485,1683
2486,84
2487,7191
2488,2822
2489,8898
2490,8014
2491,6977
2492,3789
2493,4144
2494,5670
2495,2674
2496,4769
2497,3363
2498,4678
2499,1038
2500,2431
2501,3650
2502,4770
2503,7543
2504,7601
2505,4164
2506,8616
2507,3759
2508,2522
2509,5679
2510,2049
2511,5832
2512,2897
2513,2603
2514,3026
2515,5608
2516,9144
2517,2775
2518,6153
2519,8495
2520,9461
2521,3285
2522,698
2523,1226
2524,1954
2525,4204
2526,3059
2527,2500
2528,4732
2529,3959
2530,2184
2531,8219
2532,7215
2533,1537
2534,1724
2535,8180
2536,1463
2537,5501
2538,2993
2539,813
2540,6641
2541,1587
2542,256
