c_id,grp_id,datePosted
75,178,2019-12-31 23:03:31
187,179,2019-08-11 21:44:26
189,180,2021-03-19 00:31:48
152,181,2020-06-19 04:22:08
43,182,2019-06-05 10:51:38
358,183,2020-04-25 11:26:22
16,184,2019-07-17 08:04:31
129,185,2019-05-19 23:34:20
108,186,2020-06-16 23:52:39
68,187,2020-10-19 11:57:43
51,188,2020-10-20 03:38:49
27,189,2020-01-22 13:56:20
204,190,2020-06-08 10:10:03
343,191,2020-08-19 03:40:51
293,192,2020-02-07 20:31:42
2,193,2021-04-02 13:53:00
38,194,2019-05-17 11:50:12
148,195,2020-03-04 20:29:23
12,196,2020-04-24 06:41:06
368,197,2020-02-08 22:02:17
117,198,2020-03-02 04:54:33
268,199,2021-02-24 17:56:09
8,200,2020-11-19 09:19:12
385,201,2020-12-05 14:29:58
195,202,2019-09-03 22:34:42
209,203,2019-09-05 21:00:28
20,204,2020-03-16 12:58:00
169,205,2019-08-03 11:16:11
85,206,2020-10-19 04:16:40
216,207,2020-02-11 17:19:48
353,208,2021-02-09 18:15:57
256,209,2020-05-17 18:24:51
129,210,2020-02-07 01:16:20
182,211,2019-09-21 23:12:11
141,212,2019-07-28 17:06:14
44,213,2021-04-23 14:27:52
354,214,2020-06-29 01:35:27
269,215,2019-07-28 21:37:56
127,216,2019-08-18 00:18:31
39,217,2020-03-09 04:08:01
97,218,2020-12-03 23:48:36
56,219,2019-05-24 14:00:54
292,220,2021-02-03 14:23:43
244,221,2020-07-14 21:08:44
281,222,2020-04-12 10:10:02
30,223,2019-06-30 01:45:51
24,224,2020-08-17 02:15:45
360,225,2020-10-27 00:48:30
349,226,2020-10-11 11:21:47
48,227,2019-05-13 20:08:15
347,228,2020-04-25 16:22:11
245,229,2020-12-14 09:52:51
30,230,2021-03-22 09:07:32
165,231,2021-04-28 20:26:20
375,232,2019-05-24 18:39:48
309,233,2019-05-13 02:44:53
134,234,2019-10-26 19:31:24
165,235,2020-05-29 17:01:52
27,236,2020-11-29 05:08:57
159,237,2021-01-01 12:52:28
237,238,2019-12-01 19:28:33
214,239,2020-10-14 07:34:14
230,240,2020-06-14 07:48:56
285,241,2019-06-25 01:23:02
352,242,2019-12-06 14:14:01
51,243,2019-06-10 06:12:33
157,244,2020-12-11 01:53:28
270,245,2019-05-21 09:10:44
359,246,2019-09-03 18:06:35
366,247,2019-12-25 21:14:14
138,248,2021-01-19 17:37:52
84,249,2019-05-14 02:26:21
272,250,2020-06-11 12:48:39
399,251,2021-01-15 15:18:15
394,252,2019-06-16 15:18:51
373,253,2020-06-18 11:43:30
96,254,2021-05-12 00:30:41
64,255,2021-05-11 12:32:05
151,256,2020-08-18 11:23:59
378,257,2019-07-30 17:27:10
178,258,2019-05-21 11:46:52
212,259,2020-02-20 00:58:52
218,260,2019-08-17 15:58:56
398,261,2020-08-09 06:00:26
241,262,2021-04-05 10:42:02
242,263,2020-09-19 01:40:22
40,264,2021-04-14 10:59:32
136,265,2020-09-16 04:43:47
263,266,2020-04-28 03:58:14
219,267,2021-01-28 19:10:17
363,268,2020-09-13 08:45:28
31,269,2019-09-24 12:56:46
308,270,2019-07-18 02:08:13
322,271,2019-09-28 16:27:54
378,272,2019-09-25 09:27:45
327,273,2020-10-23 01:00:50
180,274,2021-05-11 15:14:55
336,275,2020-09-05 20:22:25
40,276,2020-08-04 07:28:36
109,277,2019-07-19 13:23:18
372,278,2019-10-01 18:34:47
43,279,2019-10-06 17:04:07
94,280,2019-11-04 05:17:52
147,281,2020-10-13 23:18:57
120,282,2019-06-24 14:29:05
210,283,2019-08-30 08:33:12
226,284,2019-10-06 12:25:09
118,285,2019-05-19 01:56:12
237,286,2019-11-06 00:54:37
114,287,2019-05-25 23:32:02
357,288,2019-07-08 07:49:49
216,289,2021-01-07 10:32:06
173,290,2020-06-20 23:52:44
133,291,2021-02-17 01:01:15
182,292,2021-03-24 20:30:15
372,293,2019-08-01 21:42:24
268,294,2019-09-13 23:16:41
60,295,2021-01-06 10:56:30
324,296,2020-09-04 10:54:30
111,297,2020-05-05 14:22:06
275,298,2019-09-10 22:43:14
286,299,2019-08-25 14:01:04
130,300,2020-11-05 12:22:48
356,301,2021-01-28 21:38:45
329,302,2020-02-27 11:03:43
124,303,2020-11-20 01:49:17
314,304,2019-07-03 15:53:35
159,305,2021-02-28 05:04:48
220,306,2019-07-16 02:10:50
228,307,2021-02-17 14:33:37
74,308,2021-02-25 18:42:37
137,309,2020-02-26 16:24:07
243,310,2021-05-07 16:36:10
317,311,2020-03-09 11:57:44
23,312,2019-12-14 04:56:24
242,313,2020-08-25 23:01:31
255,314,2019-08-31 17:14:57
161,315,2020-03-23 23:17:08
76,316,2021-05-01 19:26:27
22,317,2020-09-17 17:49:58
258,318,2019-11-28 07:09:55
129,319,2021-03-24 06:29:25
290,320,2019-11-08 23:13:41
342,321,2019-06-29 07:14:17
363,322,2020-07-19 13:48:07
86,323,2019-09-07 20:39:37
378,324,2021-03-03 06:01:45
340,325,2019-08-02 22:31:47
233,326,2020-02-04 18:45:28
397,327,2021-05-03 12:03:02
58,328,2019-10-19 23:47:31
259,329,2021-03-18 16:50:44
245,330,2019-11-30 10:33:42
303,331,2020-04-13 23:12:10
69,332,2020-12-25 00:06:10
55,333,2020-05-11 02:24:13
347,334,2020-11-06 06:04:30
367,335,2019-09-01 11:31:46
255,336,2019-06-21 14:55:28
53,337,2019-11-05 17:16:19
383,338,2020-01-17 10:34:41
359,339,2020-04-12 17:36:18
187,340,2019-10-23 15:11:16
123,341,2020-10-03 21:46:31
390,342,2020-11-20 01:32:53
86,343,2020-03-22 17:38:19
237,344,2021-04-30 10:16:15
350,345,2020-12-22 01:57:47
321,346,2020-09-13 22:57:21
151,347,2020-11-14 13:10:45
370,348,2020-10-04 02:17:55
47,349,2021-02-14 07:10:07
378,350,2021-04-11 20:43:10
294,351,2019-10-03 15:44:46
318,352,2020-02-05 00:08:02
119,353,2021-04-15 06:09:37
35,354,2020-07-08 13:56:36
178,355,2020-11-19 10:19:25
222,356,2020-07-10 15:03:10
375,357,2021-01-06 18:01:52
155,358,2020-10-31 02:46:45
83,359,2020-11-23 23:47:10
52,360,2021-03-22 19:19:54
263,361,2019-11-25 02:13:42
195,362,2020-05-06 09:55:47
87,363,2020-11-19 05:02:38
17,364,2020-06-07 14:30:55
192,365,2020-07-13 11:46:02
384,366,2019-08-16 22:27:11
8,367,2020-11-20 08:49:18
83,368,2020-09-06 00:29:10
20,369,2020-08-05 00:51:31
284,370,2019-09-16 20:28:54
321,371,2020-03-15 08:26:46
359,372,2020-06-03 08:14:23
349,373,2020-07-30 20:14:10
379,374,2021-04-07 12:30:15
183,375,2019-11-26 03:05:01
211,376,2021-03-06 06:13:46
179,377,2020-04-06 16:44:36
267,378,2020-11-07 08:28:08
118,379,2019-05-28 14:12:05
127,380,2019-07-30 21:05:03
371,381,2020-08-09 23:39:35
266,382,2019-05-28 09:58:30
32,383,2020-03-07 08:08:04
2,384,2019-10-09 15:27:47
303,385,2021-02-26 05:44:34
179,386,2020-03-23 06:11:41
139,387,2020-02-27 19:39:40
6,388,2021-04-05 15:43:36
86,389,2020-11-15 12:20:20
50,390,2020-02-15 08:52:10
159,391,2021-03-08 03:10:56
84,392,2021-01-17 02:08:02
223,393,2020-10-01 04:20:59
6,394,2019-11-28 21:41:58
360,395,2019-06-16 12:21:53
64,396,2020-01-18 19:07:00
343,397,2021-04-28 20:01:57
29,398,2020-03-31 01:09:01
333,399,2019-09-02 04:14:23
389,400,2020-05-31 06:07:14
2,401,2019-05-23 15:39:48
399,402,2020-04-21 05:40:19
344,403,2021-04-15 11:42:06
83,404,2020-04-15 17:32:54
358,405,2019-09-01 19:21:21
132,406,2020-09-12 10:21:39
35,407,2019-05-27 05:04:34
100,408,2020-05-06 12:04:21
75,409,2020-07-16 12:59:06
383,410,2020-07-31 13:00:52
59,411,2019-07-27 04:57:42
46,412,2020-03-14 11:12:34
251,413,2020-01-02 07:22:59
41,414,2019-12-20 05:18:34
69,415,2020-06-28 12:58:19
263,416,2020-07-28 03:07:24
107,417,2020-07-14 06:43:52
68,418,2020-01-26 05:37:36
207,419,2020-12-19 11:26:23
84,420,2021-03-23 21:28:08
216,421,2019-08-26 10:12:19
299,422,2019-07-29 07:06:07
23,423,2020-08-21 21:32:56
30,424,2020-06-04 15:14:59
388,425,2019-11-29 12:50:22
242,426,2020-05-13 10:19:31
396,427,2019-12-16 01:35:01
366,428,2021-04-26 02:10:58
338,429,2019-12-28 06:02:56
149,430,2020-12-06 19:02:27
333,431,2021-02-24 16:13:53
122,432,2019-08-25 16:07:36
157,433,2019-09-09 15:09:46
61,434,2020-05-21 06:23:44
21,435,2020-08-04 10:37:25
171,436,2021-02-14 14:21:42
320,437,2019-05-16 01:25:45
230,438,2020-01-28 01:31:21
193,439,2020-11-03 12:27:38
2,440,2019-10-26 12:58:29
258,441,2020-11-01 16:21:50
166,442,2020-01-21 18:36:37
25,443,2019-08-24 20:14:08
8,444,2020-12-13 23:44:12
242,445,2020-08-04 23:39:28
30,446,2020-05-20 10:48:18
172,447,2021-01-21 00:32:35
246,448,2019-05-21 22:28:10
237,449,2020-09-17 08:36:14
25,450,2021-04-19 05:54:01
227,451,2020-02-23 23:53:44
229,452,2021-04-01 19:14:45
271,453,2019-08-06 16:23:11
3,454,2019-05-22 06:58:57
57,455,2020-12-18 10:25:40
379,456,2021-01-10 03:45:23
217,457,2020-06-27 10:34:25
365,458,2020-10-22 15:15:16
246,459,2020-03-16 21:00:08
119,460,2020-11-23 11:20:47
179,461,2019-10-04 05:55:10
191,462,2019-07-14 03:34:52
121,463,2019-06-03 11:11:43
267,464,2020-06-18 04:02:54
18,465,2019-05-17 13:55:11
351,466,2021-04-17 04:40:16
174,467,2019-06-17 15:58:35
398,468,2020-07-15 02:41:28
196,469,2019-10-21 20:07:08
29,470,2019-07-19 15:58:43
368,471,2020-02-18 23:12:00
27,472,2020-06-17 17:56:45
59,473,2020-11-27 13:16:02
104,474,2020-08-06 12:09:29
78,475,2020-09-21 20:48:50
243,476,2019-12-27 08:06:26
53,477,2019-09-23 17:05:33
333,478,2021-04-22 09:54:32
355,479,2020-02-01 15:09:07
363,480,2020-09-01 23:31:14
242,481,2021-03-27 14:34:34
299,482,2020-12-20 10:41:03
348,483,2021-02-17 21:41:20
307,484,2020-08-10 15:13:30
225,485,2019-07-25 17:54:28
151,486,2020-06-11 11:36:14
134,487,2020-05-09 12:51:35
163,488,2020-07-31 14:27:32
349,489,2021-03-29 05:37:42
246,490,2020-11-09 01:02:01
249,491,2019-09-09 04:16:31
156,492,2021-04-14 05:41:59
300,493,2020-10-22 01:57:01
45,494,2021-05-08 07:08:33
377,495,2020-03-27 14:06:30
373,496,2020-01-08 15:36:22
82,497,2021-04-16 14:42:18
61,498,2020-11-19 04:32:46
272,499,2021-02-24 07:15:02
256,500,2021-03-08 21:36:04
171,501,2020-02-21 23:08:32
328,502,2021-02-01 00:58:36
20,503,2020-09-08 18:56:39
370,504,2021-04-17 18:45:32
64,505,2019-08-19 18:33:24
264,506,2021-03-09 13:58:45
48,507,2020-10-14 19:29:22
323,508,2019-08-30 21:05:09
250,509,2019-06-30 14:40:14
138,510,2019-12-17 21:52:40
48,511,2020-09-15 03:52:57
163,512,2019-08-28 13:47:05
189,513,2020-04-30 07:26:51
3,514,2020-07-19 20:25:05
6,515,2019-09-02 21:46:01
205,516,2020-10-05 15:27:56
253,517,2021-03-11 09:55:47
54,518,2020-07-16 15:05:28
133,519,2021-01-21 01:04:19
273,520,2019-07-11 00:00:49
303,521,2019-10-26 19:41:49
188,522,2019-06-17 17:16:56
71,523,2020-05-20 20:17:33
202,524,2020-09-05 05:18:41
188,525,2020-04-11 11:13:40
158,526,2020-04-01 01:24:41
382,527,2020-05-19 11:18:27
84,528,2021-01-07 04:12:10
194,529,2020-10-19 10:44:59
384,530,2020-05-11 02:44:07
261,531,2019-06-07 04:01:52
16,532,2020-12-16 18:35:42
118,533,2021-01-13 18:04:05
92,534,2020-06-07 00:54:35
144,535,2020-06-21 02:26:34
289,536,2020-11-18 05:40:06
71,537,2019-08-10 04:25:59
242,538,2019-12-11 06:34:33
140,539,2020-01-12 00:26:16
184,540,2020-12-14 13:27:02
244,541,2019-11-10 21:48:46
44,542,2020-06-23 23:11:06
73,543,2021-01-11 16:59:34
313,544,2021-01-12 17:59:34
28,545,2020-02-19 23:05:24
369,546,2019-09-11 09:45:39
160,547,2020-12-31 17:49:07
236,548,2020-01-16 02:20:53
254,549,2021-03-10 22:14:06
351,550,2020-09-24 09:30:34
195,551,2020-11-10 18:51:20
376,552,2020-12-17 20:07:44
279,553,2021-04-06 15:26:40
336,554,2021-03-08 13:41:16
356,555,2019-09-16 15:34:36
121,556,2020-05-25 20:55:30
176,557,2020-10-16 07:59:55
88,558,2019-10-12 14:47:11
41,559,2019-10-02 04:04:45
274,560,2021-03-31 10:45:29
330,561,2021-03-09 16:26:05
374,562,2019-08-13 10:38:16
86,563,2020-02-27 02:06:37
334,564,2021-01-09 04:46:02
303,565,2020-08-16 13:28:15
396,566,2020-08-10 16:41:00
381,567,2021-01-29 12:57:08
370,568,2021-05-01 23:26:39
251,569,2020-07-07 19:35:37
56,570,2021-05-06 00:13:22
37,571,2020-10-13 09:30:47
269,572,2020-07-10 02:56:55
148,573,2020-07-10 01:16:14
131,574,2020-11-17 01:10:29
9,575,2020-09-23 16:18:15
128,576,2020-01-07 23:38:37
285,577,2021-02-15 10:20:39
191,578,2019-10-21 10:08:16
276,579,2021-04-30 12:14:10
215,580,2020-11-13 03:00:57
225,581,2021-02-16 09:26:38
52,582,2021-03-30 21:46:00
324,583,2020-12-03 16:01:59
155,584,2021-05-10 06:51:06
229,585,2021-03-27 01:46:24
13,586,2019-06-23 00:45:49
25,587,2021-02-18 12:25:42
60,588,2021-04-21 22:34:17
356,589,2020-03-28 00:03:44
210,590,2020-09-04 08:36:40
201,591,2019-05-17 15:46:22
126,592,2020-03-29 15:35:08
81,593,2020-12-04 09:49:47
179,594,2021-04-19 22:35:29
307,595,2020-09-02 12:38:42
81,596,2020-06-04 17:30:51
88,597,2020-11-14 23:39:20
320,598,2021-02-25 20:12:07
286,599,2019-05-23 03:54:13
247,600,2019-09-25 13:00:27
300,601,2020-08-23 00:21:32
317,602,2019-09-06 13:47:56
271,603,2019-12-22 20:55:49
138,604,2020-01-24 20:01:20
106,605,2020-07-24 16:08:09
315,606,2021-01-09 00:29:26
244,607,2021-01-21 16:36:54
42,608,2020-12-03 03:01:06
261,609,2019-09-15 07:21:48
379,610,2020-10-18 14:17:49
225,611,2019-06-26 03:00:48
310,612,2019-07-20 10:23:06
348,613,2020-06-29 07:17:17
199,614,2019-08-08 20:49:50
39,615,2019-08-28 14:38:00
16,616,2021-04-04 09:45:57
219,617,2020-04-06 05:10:28
277,618,2020-06-19 20:56:06
76,619,2020-04-08 19:55:40
298,620,2021-04-26 12:12:25
98,621,2020-04-23 05:52:52
223,622,2020-12-18 10:52:14
164,623,2019-05-24 01:32:14
216,624,2020-11-03 19:07:06
27,625,2019-09-09 03:56:15
388,626,2019-09-04 22:36:30
142,627,2019-07-25 20:20:23
53,628,2020-04-09 03:31:08
156,629,2020-05-25 18:11:50
348,630,2020-01-14 03:27:33
244,631,2020-09-22 18:27:35
5,632,2021-02-15 16:02:27
309,633,2019-06-02 15:21:39
32,634,2020-09-25 14:18:27
268,635,2020-05-29 17:02:36
251,636,2020-01-08 12:02:57
176,637,2020-10-01 11:23:07
33,638,2020-02-12 04:43:47
260,639,2019-06-22 19:58:03
361,640,2019-07-01 08:52:55
308,641,2019-06-04 05:12:14
21,642,2020-08-08 09:51:58
300,643,2020-05-20 08:40:24
32,644,2020-09-05 10:08:16
225,645,2020-08-14 12:38:00
2,646,2020-06-17 22:44:38
147,647,2019-07-10 21:29:00
223,648,2021-02-20 16:40:04
50,649,2020-02-13 11:28:19
28,650,2020-08-04 05:20:11
281,651,2020-11-09 10:43:20
203,652,2019-09-04 01:37:05
288,653,2020-05-07 08:48:38
191,654,2019-09-26 05:07:59
297,655,2021-01-02 13:23:18
390,656,2019-06-26 12:09:18
174,657,2019-11-04 13:11:02
32,658,2019-08-17 05:58:34
26,659,2020-08-14 09:18:16
322,660,2019-11-26 11:11:31
354,661,2021-05-01 21:01:35
111,662,2020-06-14 06:27:36
305,663,2021-01-18 12:00:26
253,664,2021-03-14 17:31:14
296,665,2020-08-07 09:02:50
12,666,2021-01-09 14:53:53
59,667,2020-09-28 12:50:48
349,668,2020-10-08 01:51:33
240,669,2020-04-11 23:26:22
183,670,2020-11-26 09:44:39
214,671,2021-03-06 06:07:08
56,672,2020-02-06 08:37:04
318,673,2019-06-28 17:28:42
355,674,2021-05-03 20:01:14
321,675,2020-05-14 14:20:13
40,676,2020-04-22 04:33:29
22,677,2019-06-25 19:34:57
188,678,2019-08-16 04:18:44
226,679,2021-04-16 13:26:42
86,680,2020-04-06 01:05:08
68,681,2020-03-29 11:11:05
277,682,2019-08-03 11:28:11
334,683,2019-08-25 15:55:15
367,684,2020-02-20 11:53:48
179,685,2020-06-12 22:30:13
238,686,2020-11-19 14:08:43
15,687,2020-01-02 05:28:34
135,688,2021-04-07 13:57:07
324,689,2020-07-31 22:06:15
125,690,2020-03-25 21:17:39
134,691,2020-08-06 13:00:05
344,692,2021-03-12 19:41:05
295,693,2021-04-27 22:15:00
299,694,2020-07-30 17:47:19
168,695,2020-04-07 00:49:52
18,696,2021-04-07 07:12:57
13,697,2020-01-19 20:10:07
248,698,2020-07-19 22:54:20
18,699,2019-10-08 03:39:41
235,700,2020-08-09 15:08:08
330,701,2019-07-06 12:40:12
389,702,2019-09-04 09:27:53
230,703,2019-12-12 14:32:32
273,704,2020-09-02 10:20:39
144,705,2020-03-11 23:11:13
296,706,2019-10-25 10:25:51
222,707,2020-11-04 00:20:27
224,708,2020-11-08 14:57:24
229,709,2019-09-04 05:01:27
301,710,2020-04-17 18:37:23
151,711,2019-12-03 11:36:09
69,712,2020-12-15 14:05:15
257,713,2019-08-25 09:53:54
215,714,2019-11-21 08:04:29
283,715,2020-08-14 13:32:41
171,716,2021-02-27 13:54:30
200,717,2021-01-20 18:49:18
260,718,2020-08-23 14:21:13
367,719,2020-06-28 15:30:46
295,720,2019-07-31 12:24:10
364,721,2020-02-11 15:50:43
125,722,2021-03-21 06:53:52
134,723,2019-12-24 00:48:28
313,724,2020-08-21 07:26:35
257,725,2021-05-13 08:05:21
327,726,2020-08-01 02:06:21
327,727,2020-11-09 06:17:59
85,728,2020-06-09 23:32:07
282,729,2020-09-17 07:23:52
116,730,2020-04-23 03:06:59
69,731,2020-12-19 14:18:42
379,732,2019-06-14 21:11:52
274,733,2021-02-28 00:35:13
388,734,2020-07-13 08:15:09
306,735,2020-02-29 00:55:02
305,736,2021-02-16 18:28:49
210,737,2020-03-08 02:36:40
374,738,2019-09-28 15:57:39
143,739,2021-04-24 12:52:54
246,740,2019-09-14 13:48:49
246,741,2020-03-03 21:32:22
119,742,2020-06-29 22:46:43
113,743,2019-12-24 08:39:23
54,744,2020-04-20 11:17:38
330,745,2020-05-30 10:48:54
296,746,2020-02-02 04:42:21
386,747,2020-12-03 21:37:51
199,748,2021-03-29 13:17:02
185,749,2020-11-16 05:45:07
13,750,2021-01-29 05:50:01
230,751,2020-03-16 01:24:26
19,752,2020-06-15 17:57:21
147,753,2019-11-03 13:33:30
236,754,2021-03-19 05:52:40
39,755,2021-01-19 01:43:51
179,756,2021-04-08 14:39:22
41,757,2020-07-13 15:01:44
324,758,2020-12-17 03:31:45
240,759,2020-08-13 14:16:34
267,760,2019-10-14 22:05:21
276,761,2020-11-04 19:37:17
339,762,2021-04-08 16:54:15
159,763,2020-10-15 06:56:22
183,764,2019-08-24 21:50:48
80,765,2020-03-09 23:35:03
151,766,2019-07-31 19:05:19
345,767,2020-03-13 00:02:14
375,768,2019-10-20 23:15:28
357,769,2019-11-29 21:35:38
177,770,2020-01-14 23:59:22
291,771,2019-11-22 15:30:09
81,772,2020-09-09 13:10:35
2,773,2021-01-28 14:45:16
138,774,2021-02-20 00:24:25
124,775,2020-05-11 01:50:03
152,776,2020-01-29 04:01:08
200,777,2021-01-31 21:51:08
257,778,2020-04-21 16:38:09
242,779,2020-05-19 23:19:42
368,780,2019-06-05 11:16:04
334,781,2019-07-19 17:49:02
344,782,2019-08-16 16:22:11
67,783,2020-08-31 04:42:33
51,784,2019-09-11 23:14:06
396,785,2021-05-06 22:46:01
169,786,2021-01-12 13:44:47
88,787,2019-12-20 01:42:56
355,788,2021-05-01 15:30:56
187,789,2019-06-03 07:23:22
376,790,2019-06-29 09:26:25
174,791,2019-07-10 10:23:04
317,792,2021-03-24 05:22:55
335,793,2021-02-18 09:44:29
208,794,2019-07-22 21:32:40
129,795,2020-04-25 14:36:37
285,796,2020-07-29 03:39:05
19,797,2020-01-02 15:11:57
34,798,2020-03-20 19:25:43
166,799,2020-08-31 17:46:29
370,800,2020-11-09 12:23:53
190,801,2020-02-19 11:57:30
188,802,2019-08-12 09:17:51
396,803,2019-10-05 09:26:31
389,804,2020-11-27 01:35:05
237,805,2019-12-02 05:01:41
149,806,2020-09-28 07:00:41
158,807,2020-01-28 10:27:58
212,808,2019-09-12 13:25:26
233,809,2020-03-14 08:40:36
190,810,2019-12-18 23:10:26
149,811,2019-11-06 20:11:25
106,812,2019-11-15 06:08:34
63,813,2021-04-20 20:47:04
290,814,2020-06-14 11:14:56
361,815,2019-09-14 07:57:50
159,816,2019-06-22 23:25:16
106,817,2020-12-29 01:27:41
178,818,2019-11-01 00:29:13
345,819,2021-02-23 06:55:35
123,820,2019-08-12 06:44:16
75,821,2019-11-22 20:56:36
