post_id,grp_id,datePosted
412,44347,2019-08-26 14:24:50
413,37604,2019-07-10 05:44:37
414,87692,2020-10-03 21:07:01
415,46056,2019-08-10 03:02:47
416,86162,2021-01-01 16:48:49
417,11326,2020-08-05 10:46:06
418,89860,2020-03-30 12:53:16
419,1077,2021-02-27 21:00:03
420,66898,2019-05-21 13:07:17
421,65945,2021-02-26 23:58:33
422,67203,2019-09-26 04:32:56
423,73969,2020-04-26 07:06:38
424,65144,2019-06-05 10:18:28
425,89515,2020-07-31 10:44:13
426,2612,2019-07-03 10:13:13
427,71049,2020-01-27 14:36:31
428,88337,2020-03-01 00:12:11
429,1375,2020-03-12 02:08:04
430,76646,2021-03-26 08:13:25
431,10660,2021-04-10 15:38:03
432,58872,2019-11-25 06:37:42
433,15092,2019-07-17 23:48:56
434,12468,2020-10-07 06:15:33
435,49679,2020-05-07 09:50:50
436,29878,2019-07-17 15:05:56
437,43902,2020-01-19 05:07:24
438,34438,2020-07-12 07:17:40
439,74359,2020-12-25 09:07:36
440,14145,2020-04-22 14:23:03
441,55897,2019-07-29 15:52:41
442,38180,2020-08-20 06:27:47
443,56450,2020-05-22 19:41:03
444,16722,2020-05-12 11:47:40
445,28489,2020-08-10 09:16:31
446,44632,2020-09-08 02:03:16
447,99403,2020-09-18 22:01:43
448,36752,2019-08-30 10:14:17
449,12553,2019-12-28 08:35:52
450,80486,2020-08-16 09:43:58
451,3122,2020-02-23 09:21:12
452,56608,2020-08-29 17:09:51
453,790,2020-04-20 16:58:03
454,91123,2019-10-17 15:21:00
455,88388,2020-02-11 04:53:42
456,19361,2020-05-10 18:45:04
457,46398,2021-05-06 18:53:21
458,50954,2020-09-25 14:14:23
459,20424,2021-02-11 08:51:21
460,82224,2020-04-13 08:41:46
461,57464,2019-09-24 05:31:43
462,21684,2021-01-23 18:22:15
463,80336,2019-11-27 21:45:13
464,82323,2020-03-25 02:32:00
465,23926,2020-07-23 06:18:10
466,58646,2019-05-27 02:11:33
467,28273,2020-06-06 14:48:03
468,50430,2020-06-03 13:38:34
469,78795,2019-05-17 11:26:16
470,94464,2021-03-07 22:24:10
471,91964,2020-08-25 21:02:00
472,53608,2021-01-28 23:46:20
473,25693,2021-05-10 07:17:03
474,34201,2021-04-04 23:01:38
475,85999,2021-04-13 22:25:06
476,27444,2021-02-28 04:31:39
477,90303,2019-12-24 16:37:08
478,23002,2020-08-04 18:22:55
479,79155,2020-04-24 16:16:57
480,36839,2019-10-27 18:19:41
481,58438,2020-12-02 04:29:14
482,51168,2020-01-07 09:29:18
483,61525,2021-05-13 17:37:46
484,3205,2020-09-02 05:01:53
485,44250,2020-08-11 20:26:08
486,53494,2020-10-18 04:47:09
487,38916,2020-07-22 12:33:49
488,20843,2020-12-07 01:05:47
489,41577,2020-07-01 04:53:52
490,47238,2019-06-18 06:11:32
491,92336,2020-03-17 11:46:27
492,70349,2021-02-09 16:33:41
493,70314,2021-05-12 17:39:58
494,52391,2019-05-19 20:15:51
495,6884,2020-09-28 18:48:59
496,77835,2021-02-03 14:43:19
497,5578,2020-09-12 02:24:33
498,15600,2021-05-05 00:48:27
499,15168,2019-07-12 01:31:00
500,25471,2019-10-15 05:11:51
501,71798,2021-04-19 13:33:38
502,82236,2020-06-07 09:09:11
503,76671,2019-06-12 05:31:27
504,71206,2020-02-16 14:15:22
505,16305,2021-02-26 22:50:33
506,23528,2020-07-10 03:33:39
507,1791,2020-03-10 04:38:06
508,21644,2021-02-04 17:31:54
509,90486,2020-06-24 12:41:27
510,94463,2020-02-09 11:45:25
511,85669,2019-06-22 18:56:13
512,46964,2020-04-03 17:33:42
513,79851,2019-07-02 02:23:46
514,52325,2020-03-22 00:02:14
515,93022,2019-12-04 11:03:44
516,94281,2020-01-27 22:56:42
517,49251,2021-04-04 06:15:53
518,17003,2020-01-29 18:01:57
519,79979,2019-05-19 09:23:42
520,35185,2019-10-29 15:50:57
521,3457,2019-08-04 18:57:49
522,90621,2020-07-11 00:40:51
523,26798,2021-04-20 18:37:21
524,95191,2019-09-14 14:26:49
525,50483,2019-08-06 17:42:29
526,71170,2020-05-29 18:58:41
527,14404,2019-08-22 15:24:30
528,93969,2020-09-16 08:37:21
529,16217,2020-01-24 09:36:40
530,65524,2020-10-08 18:05:00
531,53044,2020-08-17 11:17:49
532,39999,2020-11-14 07:40:50
533,53511,2020-01-27 11:41:33
534,26326,2020-07-10 21:44:03
535,4410,2020-10-05 23:34:20
536,21682,2019-11-18 20:28:04
537,12043,2020-09-29 01:25:14
538,21642,2020-10-04 12:49:53
539,96709,2021-04-15 21:07:48
540,16290,2019-07-27 06:10:22
541,60454,2020-09-24 00:13:07
542,85158,2020-10-18 20:34:11
543,29577,2021-03-16 18:13:23
544,24559,2020-05-08 09:37:32
545,93754,2019-11-03 13:04:22
546,15233,2020-06-20 14:40:14
547,25109,2020-05-16 18:27:11
548,55785,2019-11-14 11:58:32
549,39544,2019-07-11 10:15:09
550,94546,2020-11-30 09:29:32
551,80523,2019-09-08 15:46:24
552,49883,2020-04-11 19:05:56
553,65971,2020-09-02 08:54:43
554,95853,2020-03-26 16:10:14
555,43306,2019-07-04 11:58:58
556,72610,2019-08-26 15:46:48
557,35479,2020-11-16 06:02:36
558,32209,2019-06-21 11:18:52
559,19403,2019-12-10 14:20:35
560,53338,2020-06-27 13:33:32
561,72395,2019-07-23 23:33:34
562,98291,2020-07-06 23:18:48
563,3097,2021-05-13 17:33:35
564,9557,2020-07-12 07:04:02
565,79917,2019-06-07 19:46:42
566,59991,2021-04-04 21:55:00
567,34677,2019-10-30 21:14:34
568,6930,2020-10-29 05:48:38
569,65543,2020-12-03 11:53:52
570,95391,2020-01-17 17:16:12
571,56241,2019-11-20 16:06:24
572,40102,2020-07-09 18:25:50
573,19077,2020-10-07 21:10:18
574,6577,2020-10-30 01:51:59
575,88838,2020-09-06 06:45:09
576,60421,2021-04-22 01:56:50
577,14833,2019-12-26 13:53:41
578,30575,2020-02-28 06:35:40
579,41826,2020-03-29 13:49:14
580,9543,2020-03-24 13:29:33
581,35349,2019-06-24 14:47:33
582,54267,2019-08-30 20:03:01
583,6177,2020-08-27 08:49:02
584,36194,2019-11-10 07:10:32
585,94598,2021-03-13 04:26:02
586,25848,2019-09-10 23:33:05
587,56059,2019-09-22 18:20:06
588,72575,2020-10-03 10:23:08
589,50286,2020-01-11 18:48:00
590,96580,2020-08-18 21:05:32
591,37641,2020-01-13 03:26:51
592,14653,2021-03-16 02:11:31
593,71198,2021-05-01 14:41:30
594,74321,2020-11-12 14:07:47
595,30920,2020-03-10 23:19:09
596,12554,2021-02-20 11:55:16
597,3999,2020-09-22 23:16:07
598,1817,2019-08-28 00:43:39
599,97214,2020-12-17 20:38:12
600,2891,2021-03-21 22:43:45
601,26320,2019-06-11 08:59:09
602,4575,2020-03-12 03:33:35
603,58431,2019-09-27 19:01:25
604,62296,2019-12-05 04:45:29
605,62050,2019-12-02 11:33:58
606,43374,2020-06-13 06:27:36
607,960,2020-09-23 17:25:16
608,70857,2020-07-11 01:28:51
609,94642,2020-08-10 04:42:52
610,62995,2019-05-21 21:41:18
611,2949,2020-12-08 01:40:06
612,4467,2020-03-28 10:26:38
613,78478,2020-12-28 05:33:33
614,75440,2021-02-22 01:51:17
615,87630,2019-09-26 17:04:52
616,43203,2020-10-17 05:01:34
617,26638,2019-12-08 20:17:49
618,46726,2020-03-08 03:17:41
619,52956,2021-04-26 16:15:51
620,25762,2019-10-27 11:54:23
621,15259,2020-11-18 13:51:21
622,46483,2019-10-21 23:09:35
623,12170,2019-09-23 18:08:50
624,64432,2020-09-19 17:41:18
625,78396,2019-09-29 01:06:58
626,40273,2019-09-09 02:26:47
627,47458,2019-09-16 22:40:37
628,8144,2020-12-13 07:18:31
629,60046,2019-10-11 23:38:24
630,58524,2019-11-11 22:21:11
631,5556,2021-02-24 21:09:45
632,93509,2019-07-19 18:52:40
633,47651,2020-11-16 09:25:50
634,45985,2020-06-15 10:18:55
635,86307,2019-12-27 10:26:26
636,14809,2020-01-31 12:10:08
637,95039,2019-11-15 18:24:24
638,85260,2021-05-03 19:15:16
639,7005,2019-12-03 10:51:28
640,31384,2020-07-02 13:41:31
641,91403,2020-01-28 21:34:51
642,29854,2020-12-20 00:02:48
643,8752,2021-04-27 07:03:30
644,73011,2020-09-18 00:11:25
645,11823,2020-12-16 18:13:47
646,94615,2020-07-08 06:13:56
647,91594,2019-09-06 20:49:24
648,68302,2020-07-30 20:37:36
649,88376,2021-02-14 12:40:53
650,50377,2019-09-25 22:02:37
651,74872,2020-10-25 01:09:01
652,11087,2021-03-08 23:33:17
653,77548,2020-05-03 21:49:54
654,76289,2021-02-19 05:26:03
655,8734,2020-06-10 07:28:51
656,78489,2020-09-22 08:51:01
657,39178,2021-04-21 09:27:33
658,97682,2020-05-12 05:37:25
659,35150,2020-03-14 04:50:14
660,99616,2021-02-19 17:26:42
661,39998,2019-07-26 15:50:49
662,89598,2019-12-24 02:03:03
663,7009,2020-06-02 14:50:12
664,96367,2019-08-11 08:28:28
665,37839,2020-10-25 23:17:19
666,24830,2020-07-31 13:11:13
667,12395,2019-06-26 22:29:16
668,16539,2020-05-25 09:20:33
669,4471,2020-08-16 03:47:08
670,14,2019-12-25 15:31:30
671,97497,2021-01-07 09:07:43
672,31397,2021-02-18 02:27:06
673,18432,2020-08-21 21:29:44
674,52440,2020-02-28 19:19:35
675,60964,2020-01-24 23:00:49
676,5873,2019-08-01 03:59:25
677,89631,2019-07-23 00:53:32
678,30692,2019-09-01 11:48:33
679,60966,2020-04-24 11:05:17
680,92522,2020-02-09 19:57:12
681,30684,2021-04-04 00:18:17
682,13365,2020-01-01 13:55:03
683,84658,2019-12-30 03:04:55
684,14710,2020-10-02 02:11:21
685,75837,2020-09-05 11:04:47
686,51636,2019-09-25 07:58:24
687,43557,2020-10-12 19:53:26
688,92705,2019-07-05 23:59:27
689,27427,2020-11-07 09:15:11
690,42857,2019-07-07 21:43:17
691,28796,2019-11-04 07:23:38
692,25075,2019-06-19 00:39:14
693,1148,2020-06-30 16:37:49
694,71385,2021-01-01 16:34:29
695,60871,2020-06-13 01:24:26
696,42947,2020-10-13 20:14:45
697,29869,2019-10-24 19:00:04
698,88090,2019-10-14 02:18:50
699,82600,2020-02-15 23:05:06
700,36686,2020-11-17 18:48:18
701,1946,2020-06-16 14:57:19
702,25856,2019-10-16 08:21:45
703,52211,2020-01-07 09:08:15
704,49134,2020-06-11 07:17:38
705,8140,2021-05-05 15:09:45
706,73912,2020-01-05 05:01:03
707,19534,2020-11-11 19:21:32
708,16084,2020-11-29 10:58:51
709,40291,2021-01-08 09:12:04
710,55007,2019-10-24 23:10:01
711,51685,2020-06-12 23:14:21
712,73502,2020-12-13 03:16:12
713,20706,2020-07-17 13:14:18
714,4147,2020-01-04 15:24:20
715,17255,2021-04-20 21:30:22
716,83905,2020-11-02 19:07:26
717,43532,2021-03-02 08:13:29
718,15161,2020-09-15 03:43:49
719,45894,2019-08-17 15:28:14
720,99597,2020-06-07 01:50:32
721,68795,2020-09-23 10:24:51
722,20484,2019-06-28 05:31:11
723,48237,2020-04-11 20:38:41
724,90091,2021-04-13 12:07:54
725,32719,2019-11-14 22:09:02
726,86101,2021-04-13 20:31:41
727,48390,2020-10-21 17:27:50
728,58585,2019-06-01 01:49:53
729,69932,2020-02-01 16:55:26
730,17545,2019-09-06 07:18:34
731,55132,2021-01-09 07:00:08
732,69376,2021-05-02 11:02:08
733,80116,2020-08-27 16:31:19
734,27830,2021-04-25 21:12:03
735,47068,2021-03-14 05:08:44
736,99786,2020-06-18 21:33:26
737,78394,2020-03-30 08:09:32
738,89512,2020-08-09 11:20:58
739,52675,2021-03-31 18:56:09
740,32440,2020-05-04 00:57:52
741,80972,2020-11-25 10:44:34
742,97887,2020-08-11 23:44:57
743,14332,2020-06-05 11:05:17
744,21166,2019-08-03 01:44:15
745,9858,2019-10-29 12:27:26
746,70344,2020-12-05 11:18:27
747,94156,2020-03-02 10:57:30
748,99905,2019-06-17 21:38:45
749,84875,2019-11-19 21:33:10
750,93463,2020-10-16 14:33:45
751,3183,2021-05-05 04:45:52
752,80203,2020-05-25 11:01:44
753,65563,2019-08-07 02:54:39
754,5141,2021-04-30 13:13:06
755,73269,2020-12-26 04:48:43
756,54584,2019-08-18 04:18:14
757,14632,2019-12-08 11:15:20
758,53345,2020-07-23 21:38:59
759,20536,2020-05-11 18:56:59
760,34756,2019-10-09 23:01:09
761,61743,2020-03-29 14:17:07
762,37140,2020-12-18 21:37:37
763,81727,2019-10-16 07:22:21
764,13602,2021-03-24 10:26:08
765,97863,2021-03-17 04:34:21
766,37467,2019-08-02 05:53:13
767,90222,2019-07-24 10:35:41
768,82753,2021-04-19 15:33:28
769,10737,2020-05-07 22:37:45
770,16848,2020-07-23 07:32:52
771,70891,2020-11-27 13:10:26
772,90222,2019-12-31 11:06:00
773,28271,2019-07-24 03:42:00
774,21196,2020-08-21 04:12:35
775,38156,2019-10-16 02:05:23
776,14972,2020-10-07 20:07:08
